model_trait,model_trait_description,outcome_id,outcome_description,outcome_content,mapping_tier,sapa_proxy_construct,sapa_source_scales,sapa_item_ids,human_measurement_support_tier,exact_source_group,exact_source_group_size,overlap_item_ids,predictor_min_observed_items,outcome_min_observed_items,eligible_respondent_n,pearson_r,pearson_ci95_low,pearson_ci95_high,spearman_r,spearman_ci95_approx_low,spearman_ci95_approx_high,association_status,unavailable_reason
anxious,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",q_1371,Love life.,Appraisal,direct,anxious,BFAS:BFAS:N:W;HEXACO:H:E:A;IPIPneo:N1:ANX;EPQr:EPQ:N,q_1989;q_4249;q_4256,REDUNDANT / BROAD,132d6c193a3e,1,,2,1,380,-0.30773956,-0.3960791,-0.21375543,-0.30712032,-0.39550235,-0.21310271,observed,
anxious,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",q_1043,Have a lot of fun.,Affect,direct,anxious,BFAS:BFAS:N:W;HEXACO:H:E:A;IPIPneo:N1:ANX;EPQr:EPQ:N,q_1989;q_4249;q_4256,REDUNDANT / BROAD,132d6c193a3e,1,,2,1,278,-0.2835563,-0.38824797,-0.1716389,-0.28095561,-0.38584546,-0.168895,observed,
anxious,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",q_208,Am often in a bad mood.,Affect,direct,anxious,BFAS:BFAS:N:W;HEXACO:H:E:A;IPIPneo:N1:ANX;EPQr:EPQ:N,q_1989;q_4249;q_4256,REDUNDANT / BROAD,132d6c193a3e,1,,2,1,375,-0.39508896,-0.47726415,-0.30606385,-0.3884297,-0.47116662,-0.29891706,observed,
anxious,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",q_206,Am often down in the dumps.,Affect,direct,anxious,BFAS:BFAS:N:W;HEXACO:H:E:A;IPIPneo:N1:ANX;EPQr:EPQ:N,q_1989;q_4249;q_4256,REDUNDANT / BROAD,132d6c193a3e,1,,2,1,367,-0.50437409,-0.57695444,-0.42389061,-0.50316899,-0.57587606,-0.42256493,observed,
anxious,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",q_1578,Rarely feel depressed.,Affect,direct,anxious,BFAS:BFAS:N:W;HEXACO:H:E:A;IPIPneo:N1:ANX;EPQr:EPQ:N,q_1989;q_4249;q_4256,REDUNDANT / BROAD,132d6c193a3e,1,,2,1,282,-0.49024385,-0.57416976,-0.39612248,-0.50268746,-0.585135,-0.40995397,observed,
anxious,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",q_875,Feel that my life lacks direction.,Meaning-making,direct,anxious,BFAS:BFAS:N:W;HEXACO:H:E:A;IPIPneo:N1:ANX;EPQr:EPQ:N,q_1989;q_4249;q_4256,REDUNDANT / BROAD,132d6c193a3e,1,,2,1,381,-0.33282961,-0.4192788,-0.24039881,-0.34697131,-0.43236848,-0.2554052,observed,
anxious,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",q_285,Am very pleased with myself.,Self-concept,direct,anxious,BFAS:BFAS:N:W;HEXACO:H:E:A;IPIPneo:N1:ANX;EPQr:EPQ:N,q_1989;q_4249;q_4256,REDUNDANT / BROAD,132d6c193a3e,1,,2,1,349,-0.33475118,-0.42480276,-0.23813985,-0.31741211,-0.40877115,-0.21975468,observed,
anxious,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",q_820,Feel comfortable with myself.,Self-concept,direct,anxious,BFAS:BFAS:N:W;HEXACO:H:E:A;IPIPneo:N1:ANX;EPQr:EPQ:N,q_1989;q_4249;q_4256,REDUNDANT / BROAD,132d6c193a3e,1,,2,1,263,-0.41718016,-0.5122865,-0.31196548,-0.38485176,-0.48331017,-0.27677926,observed,
anxious,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",q_1044,Have a low opinion of myself.,Self-concept,direct,anxious,BFAS:BFAS:N:W;HEXACO:H:E:A;IPIPneo:N1:ANX;EPQr:EPQ:N,q_1989;q_4249;q_4256,REDUNDANT / BROAD,132d6c193a3e,1,,2,1,382,-0.48391157,-0.55719499,-0.40314848,-0.48956754,-0.56228472,-0.40933724,observed,
anxious,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",q_867,Feel that I'm unable to deal with things.,Self-concept,direct,anxious,BFAS:BFAS:N:W;HEXACO:H:E:A;IPIPneo:N1:ANX;EPQr:EPQ:N,q_1989;q_4249;q_4256,REDUNDANT / BROAD,132d6c193a3e,1,,2,1,392,-0.47188951,-0.54544383,-0.39112221,-0.46943709,-0.54322699,-0.38845056,observed,
anxious,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",q_4288,Often feel lonely.,Interpersonal relationships,direct,anxious,BFAS:BFAS:N:W;HEXACO:H:E:A;IPIPneo:N1:ANX;EPQr:EPQ:N,q_1989;q_4249;q_4256,REDUNDANT / BROAD,132d6c193a3e,1,,2,1,378,-0.41298869,-0.49330677,-0.32568806,-0.41419961,-0.4944113,-0.3269933,observed,
anxious,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",q_832,Feel healthy and vibrant most of the time.,Vitality,direct,anxious,BFAS:BFAS:N:W;HEXACO:H:E:A;IPIPneo:N1:ANX;EPQr:EPQ:N,q_1989;q_4249;q_4256,REDUNDANT / BROAD,132d6c193a3e,1,,2,1,370,-0.30032704,-0.39032917,-0.20463917,-0.28588186,-0.37685167,-0.1894499,observed,
artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",HiFWB_composite,frozen_13_item_composite,Composite,direct,artistic,HEXACO:H:O:A;IPIPneo:O2:AI;BFAS:BFAS:O:O,q_348;q_610;q_1441,REDUNDANT / BROAD,d347e16ea8ca,1,,2,2,635,-0.01718919,-0.09486792,0.06069759,-0.01085404,-0.08858483,0.06700816,observed,
artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",q_2765,Am happy with my life.,Appraisal,direct,artistic,HEXACO:H:O:A;IPIPneo:O2:AI;BFAS:BFAS:O:O,q_348;q_610;q_1441,REDUNDANT / BROAD,d347e16ea8ca,1,,2,1,189,0.02221702,-0.12089663,0.1644259,0.04037658,-0.10294698,0.18205766,observed,
artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",q_1371,Love life.,Appraisal,direct,artistic,HEXACO:H:O:A;IPIPneo:O2:AI;BFAS:BFAS:O:O,q_348;q_610;q_1441,REDUNDANT / BROAD,d347e16ea8ca,1,,2,1,243,0.1455051,0.0200274,0.26647019,0.14101692,0.01544661,0.26220814,observed,
artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",q_1043,Have a lot of fun.,Affect,direct,artistic,HEXACO:H:O:A;IPIPneo:O2:AI;BFAS:BFAS:O:O,q_348;q_610;q_1441,REDUNDANT / BROAD,d347e16ea8ca,1,,2,1,198,0.07426546,-0.06585802,0.21151654,0.05601267,-0.08408556,0.19393939,observed,
artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",q_208,Am often in a bad mood.,Affect,direct,artistic,HEXACO:H:O:A;IPIPneo:O2:AI;BFAS:BFAS:O:O,q_348;q_610;q_1441,REDUNDANT / BROAD,d347e16ea8ca,1,,2,1,257,0.12132637,-0.00105208,0.24012436,0.16005821,0.03844839,0.27699602,observed,
artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",q_206,Am often down in the dumps.,Affect,direct,artistic,HEXACO:H:O:A;IPIPneo:O2:AI;BFAS:BFAS:O:O,q_348;q_610;q_1441,REDUNDANT / BROAD,d347e16ea8ca,1,,2,1,241,-0.03165601,-0.15739284,0.09509083,-0.03452621,-0.16019374,0.09224269,observed,
artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",q_1578,Rarely feel depressed.,Affect,direct,artistic,HEXACO:H:O:A;IPIPneo:O2:AI;BFAS:BFAS:O:O,q_348;q_610;q_1441,REDUNDANT / BROAD,d347e16ea8ca,1,,2,1,198,-0.15996854,-0.29287703,-0.02099538,-0.15998358,-0.29289114,-0.02101081,observed,
artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",q_875,Feel that my life lacks direction.,Meaning-making,direct,artistic,HEXACO:H:O:A;IPIPneo:O2:AI;BFAS:BFAS:O:O,q_348;q_610;q_1441,REDUNDANT / BROAD,d347e16ea8ca,1,,2,1,236,-0.10606572,-0.23064224,0.02193182,-0.07806499,-0.20373446,0.05013529,observed,
artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",q_285,Am very pleased with myself.,Self-concept,direct,artistic,HEXACO:H:O:A;IPIPneo:O2:AI;BFAS:BFAS:O:O,q_348;q_610;q_1441,REDUNDANT / BROAD,d347e16ea8ca,1,,2,1,239,0.04345,-0.08390766,0.16941097,0.03344425,-0.09384907,0.15966169,observed,
artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",q_820,Feel comfortable with myself.,Self-concept,direct,artistic,HEXACO:H:O:A;IPIPneo:O2:AI;BFAS:BFAS:O:O,q_348;q_610;q_1441,REDUNDANT / BROAD,d347e16ea8ca,1,,2,1,189,0.00738292,-0.13549013,0.14995518,0.00118289,-0.14157129,0.14388888,observed,
artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",q_1044,Have a low opinion of myself.,Self-concept,direct,artistic,HEXACO:H:O:A;IPIPneo:O2:AI;BFAS:BFAS:O:O,q_348;q_610;q_1441,REDUNDANT / BROAD,d347e16ea8ca,1,,2,1,264,0.00205189,-0.11870452,0.12274849,-0.01646362,-0.13691849,0.10447104,observed,
artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",q_867,Feel that I'm unable to deal with things.,Self-concept,direct,artistic,HEXACO:H:O:A;IPIPneo:O2:AI;BFAS:BFAS:O:O,q_348;q_610;q_1441,REDUNDANT / BROAD,d347e16ea8ca,1,,2,1,246,0.04014333,-0.08535861,0.16439132,0.07111506,-0.05444255,0.19445879,observed,
artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",q_4288,Often feel lonely.,Interpersonal relationships,direct,artistic,HEXACO:H:O:A;IPIPneo:O2:AI;BFAS:BFAS:O:O,q_348;q_610;q_1441,REDUNDANT / BROAD,d347e16ea8ca,1,,2,1,266,-0.05005286,-0.16930521,0.07064396,-0.04123774,-0.16071221,0.07942775,observed,
artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",q_832,Feel healthy and vibrant most of the time.,Vitality,direct,artistic,HEXACO:H:O:A;IPIPneo:O2:AI;BFAS:BFAS:O:O,q_348;q_610;q_1441,REDUNDANT / BROAD,d347e16ea8ca,1,,2,1,273,-0.0705181,-0.18766415,0.04860594,-0.04742472,-0.16521168,0.07169606,observed,
assertive,Takes clear positions and advocates strongly for particular viewpoints.,HiFWB_composite,frozen_13_item_composite,Composite,direct,assertive,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,q_2161;q_1768;q_1769,REDUNDANT / BROAD,4069c274d398,2,,2,2,944,0.34132297,0.28369524,0.39649411,0.32872775,0.2705973,0.38446975,observed,
assertive,Takes clear positions and advocates strongly for particular viewpoints.,q_2765,Am happy with my life.,Appraisal,direct,assertive,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,q_2161;q_1768;q_1769,REDUNDANT / BROAD,4069c274d398,2,,2,1,320,0.17920935,0.07096366,0.28328328,0.16166992,0.0529688,0.2665846,observed,
assertive,Takes clear positions and advocates strongly for particular viewpoints.,q_1371,Love life.,Appraisal,direct,assertive,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,q_2161;q_1768;q_1769,REDUNDANT / BROAD,4069c274d398,2,,2,1,372,0.31390747,0.21922562,0.40273219,0.33043422,0.23670814,0.41806695,observed,
assertive,Takes clear positions and advocates strongly for particular viewpoints.,q_1043,Have a lot of fun.,Affect,direct,assertive,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,q_2161;q_1768;q_1769,REDUNDANT / BROAD,4069c274d398,2,,2,1,305,0.34163075,0.23847294,0.43716521,0.33137894,0.22753966,0.42776651,observed,
assertive,Takes clear positions and advocates strongly for particular viewpoints.,q_208,Am often in a bad mood.,Affect,direct,assertive,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,q_2161;q_1768;q_1769,REDUNDANT / BROAD,4069c274d398,2,,2,1,369,0.15504614,0.0538058,0.25313136,0.17030512,0.06942009,0.26774198,observed,
assertive,Takes clear positions and advocates strongly for particular viewpoints.,q_206,Am often down in the dumps.,Affect,direct,assertive,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,q_2161;q_1768;q_1769,REDUNDANT / BROAD,4069c274d398,2,,2,1,391,0.2689718,0.1744503,0.35858155,0.26538753,0.17070546,0.3552134,observed,
assertive,Takes clear positions and advocates strongly for particular viewpoints.,q_1578,Rarely feel depressed.,Affect,direct,assertive,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,q_2161;q_1768;q_1769,REDUNDANT / BROAD,4069c274d398,2,,2,1,310,0.24150578,0.13370606,0.34365719,0.22689842,0.11849671,0.32995536,observed,
assertive,Takes clear positions and advocates strongly for particular viewpoints.,q_875,Feel that my life lacks direction.,Meaning-making,direct,assertive,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,q_2161;q_1768;q_1769,REDUNDANT / BROAD,4069c274d398,2,,2,1,375,0.29481622,0.19950156,0.38460438,0.29648735,0.20125923,0.38616361,observed,
assertive,Takes clear positions and advocates strongly for particular viewpoints.,q_285,Am very pleased with myself.,Self-concept,direct,assertive,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,q_2161;q_1768;q_1769,REDUNDANT / BROAD,4069c274d398,2,,2,1,375,0.37355713,0.28299181,0.45751996,0.3764754,0.28611271,0.46020081,observed,
assertive,Takes clear positions and advocates strongly for particular viewpoints.,q_820,Feel comfortable with myself.,Self-concept,direct,assertive,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,q_2161;q_1768;q_1769,REDUNDANT / BROAD,4069c274d398,2,,2,1,311,0.28065795,0.17489996,0.38001352,0.28872534,0.18339713,0.38749956,observed,
assertive,Takes clear positions and advocates strongly for particular viewpoints.,q_1044,Have a low opinion of myself.,Self-concept,direct,assertive,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,q_2161;q_1768;q_1769,REDUNDANT / BROAD,4069c274d398,2,,2,1,387,0.33416899,0.24256249,0.41986902,0.33393719,0.24231691,0.41965407,observed,
assertive,Takes clear positions and advocates strongly for particular viewpoints.,q_867,Feel that I'm unable to deal with things.,Self-concept,direct,assertive,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,q_2161;q_1768;q_1769,REDUNDANT / BROAD,4069c274d398,2,,2,1,386,0.37255417,0.28327218,0.455434,0.38576869,0.29740453,0.4675801,observed,
assertive,Takes clear positions and advocates strongly for particular viewpoints.,q_4288,Often feel lonely.,Interpersonal relationships,direct,assertive,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,q_2161;q_1768;q_1769,REDUNDANT / BROAD,4069c274d398,2,,2,1,380,0.17776389,0.07856711,0.27347505,0.17338381,0.07407404,0.2692885,observed,
assertive,Takes clear positions and advocates strongly for particular viewpoints.,q_832,Feel healthy and vibrant most of the time.,Vitality,direct,assertive,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,q_2161;q_1768;q_1769,REDUNDANT / BROAD,4069c274d398,2,,2,1,357,0.31478571,0.21811659,0.40533768,0.29579432,0.19808008,0.38768721,observed,
avoidant,Consistently withdraws from challenging situations and social interactions.,HiFWB_composite,frozen_13_item_composite,Composite,close,avoidant,MPQ:MPQ:SC;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:N4:SC,q_312;q_901;q_1671,MODERATE SUPPORT,d33f01c90221,1,,2,2,697,-0.47143214,-0.52723606,-0.41157912,-0.46851551,-0.52452786,-0.408465,observed,
avoidant,Consistently withdraws from challenging situations and social interactions.,q_2765,Am happy with my life.,Appraisal,close,avoidant,MPQ:MPQ:SC;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:N4:SC,q_312;q_901;q_1671,MODERATE SUPPORT,d33f01c90221,1,,2,1,238,-0.38717674,-0.49020382,-0.27347944,-0.39452952,-0.49676889,-0.28148979,observed,
avoidant,Consistently withdraws from challenging situations and social interactions.,q_1371,Love life.,Appraisal,close,avoidant,MPQ:MPQ:SC;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:N4:SC,q_312;q_901;q_1671,MODERATE SUPPORT,d33f01c90221,1,,2,1,305,-0.4554352,-0.54011638,-0.36162438,-0.4813623,-0.56322168,-0.39014637,observed,
avoidant,Consistently withdraws from challenging situations and social interactions.,q_1043,Have a lot of fun.,Affect,close,avoidant,MPQ:MPQ:SC;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:N4:SC,q_312;q_901;q_1671,MODERATE SUPPORT,d33f01c90221,1,,2,1,183,-0.52252397,-0.62054598,-0.40842406,-0.4925743,-0.59510966,-0.37425889,observed,
avoidant,Consistently withdraws from challenging situations and social interactions.,q_208,Am often in a bad mood.,Affect,close,avoidant,MPQ:MPQ:SC;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:N4:SC,q_312;q_901;q_1671,MODERATE SUPPORT,d33f01c90221,1,,2,1,275,-0.40877172,-0.50274727,-0.30524679,-0.43083724,-0.52249429,-0.32933665,observed,
avoidant,Consistently withdraws from challenging situations and social interactions.,q_206,Am often down in the dumps.,Affect,close,avoidant,MPQ:MPQ:SC;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:N4:SC,q_312;q_901;q_1671,MODERATE SUPPORT,d33f01c90221,1,,2,1,283,-0.40715313,-0.50001349,-0.30503663,-0.39691458,-0.49079832,-0.29391944,observed,
avoidant,Consistently withdraws from challenging situations and social interactions.,q_1578,Rarely feel depressed.,Affect,close,avoidant,MPQ:MPQ:SC;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:N4:SC,q_312;q_901;q_1671,MODERATE SUPPORT,d33f01c90221,1,,2,1,216,-0.30599513,-0.42224034,-0.17984865,-0.30301308,-0.41953577,-0.17666628,observed,
avoidant,Consistently withdraws from challenging situations and social interactions.,q_875,Feel that my life lacks direction.,Meaning-making,close,avoidant,MPQ:MPQ:SC;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:N4:SC,q_312;q_901;q_1671,MODERATE SUPPORT,d33f01c90221,1,,2,1,278,-0.26293751,-0.36916134,-0.14993233,-0.25921999,-0.3657105,-0.14603025,observed,
avoidant,Consistently withdraws from challenging situations and social interactions.,q_285,Am very pleased with myself.,Self-concept,close,avoidant,MPQ:MPQ:SC;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:N4:SC,q_312;q_901;q_1671,MODERATE SUPPORT,d33f01c90221,1,,2,1,280,-0.44618109,-0.53540004,-0.34711442,-0.44949241,-0.53834821,-0.35075215,observed,
avoidant,Consistently withdraws from challenging situations and social interactions.,q_820,Feel comfortable with myself.,Self-concept,close,avoidant,MPQ:MPQ:SC;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:N4:SC,q_312;q_901;q_1671,MODERATE SUPPORT,d33f01c90221,1,,2,1,206,-0.40764627,-0.51561455,-0.28693462,-0.37360292,-0.48550834,-0.24965184,observed,
avoidant,Consistently withdraws from challenging situations and social interactions.,q_1044,Have a low opinion of myself.,Self-concept,close,avoidant,MPQ:MPQ:SC;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:N4:SC,q_312;q_901;q_1671,MODERATE SUPPORT,d33f01c90221,1,,2,1,282,-0.32451865,-0.42520554,-0.21589792,-0.29668037,-0.39963594,-0.18633309,observed,
avoidant,Consistently withdraws from challenging situations and social interactions.,q_867,Feel that I'm unable to deal with things.,Self-concept,close,avoidant,MPQ:MPQ:SC;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:N4:SC,q_312;q_901;q_1671,MODERATE SUPPORT,d33f01c90221,1,,2,1,306,-0.39707954,-0.48749869,-0.29823395,-0.39175198,-0.48267425,-0.2924753,observed,
avoidant,Consistently withdraws from challenging situations and social interactions.,q_4288,Often feel lonely.,Interpersonal relationships,close,avoidant,MPQ:MPQ:SC;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:N4:SC,q_312;q_901;q_1671,MODERATE SUPPORT,d33f01c90221,1,,2,1,268,-0.27504297,-0.38226622,-0.16051158,-0.26982067,-0.37743918,-0.155011,observed,
avoidant,Consistently withdraws from challenging situations and social interactions.,q_832,Feel healthy and vibrant most of the time.,Vitality,close,avoidant,MPQ:MPQ:SC;IPIP100:B5:E;HEXACO:H:X:SB;IPIPneo:N4:SC,q_312;q_901;q_1671,MODERATE SUPPORT,d33f01c90221,1,,2,1,320,-0.4025673,-0.49055544,-0.30645336,-0.41330884,-0.50027864,-0.3180828,observed,
bitter,"Harbors deep resentment and expresses harsh, cynical views from past disappointments.",HiFWB_composite,frozen_13_item_composite,Composite,direct,bitter,MPQ:MPQ:AL;HEXACO:H:A:FO;MPQ:MPQ:AG;IPIPneo:A4:CO,q_848;q_1150;q_630,REDUNDANT / BROAD,92d029cd9289,1,,2,2,835,-0.44305508,-0.49599115,-0.38683795,-0.43302607,-0.48657622,-0.3762342,observed,
bitter,"Harbors deep resentment and expresses harsh, cynical views from past disappointments.",q_2765,Am happy with my life.,Appraisal,direct,bitter,MPQ:MPQ:AL;HEXACO:H:A:FO;MPQ:MPQ:AG;IPIPneo:A4:CO,q_848;q_1150;q_630,REDUNDANT / BROAD,92d029cd9289,1,,2,1,253,-0.46014011,-0.55213542,-0.35707551,-0.42976719,-0.52525541,-0.32359025,observed,
bitter,"Harbors deep resentment and expresses harsh, cynical views from past disappointments.",q_1371,Love life.,Appraisal,direct,bitter,MPQ:MPQ:AL;HEXACO:H:A:FO;MPQ:MPQ:AG;IPIPneo:A4:CO,q_848;q_1150;q_630,REDUNDANT / BROAD,92d029cd9289,1,,2,1,354,-0.30467023,-0.39631933,-0.20700914,-0.30796632,-0.39938097,-0.21048802,observed,
bitter,"Harbors deep resentment and expresses harsh, cynical views from past disappointments.",q_1043,Have a lot of fun.,Affect,direct,bitter,MPQ:MPQ:AL;HEXACO:H:A:FO;MPQ:MPQ:AG;IPIPneo:A4:CO,q_848;q_1150;q_630,REDUNDANT / BROAD,92d029cd9289,1,,2,1,282,-0.26078099,-0.36642397,-0.14849997,-0.25682943,-0.3627517,-0.14435554,observed,
bitter,"Harbors deep resentment and expresses harsh, cynical views from past disappointments.",q_208,Am often in a bad mood.,Affect,direct,bitter,MPQ:MPQ:AL;HEXACO:H:A:FO;MPQ:MPQ:AG;IPIPneo:A4:CO,q_848;q_1150;q_630,REDUNDANT / BROAD,92d029cd9289,1,,2,1,377,-0.54223771,-0.60984036,-0.46680124,-0.53150408,-0.60028104,-0.45492394,observed,
bitter,"Harbors deep resentment and expresses harsh, cynical views from past disappointments.",q_206,Am often down in the dumps.,Affect,direct,bitter,MPQ:MPQ:AL;HEXACO:H:A:FO;MPQ:MPQ:AG;IPIPneo:A4:CO,q_848;q_1150;q_630,REDUNDANT / BROAD,92d029cd9289,1,,2,1,357,-0.43980231,-0.51986635,-0.35207884,-0.42763257,-0.5088426,-0.33887845,observed,
bitter,"Harbors deep resentment and expresses harsh, cynical views from past disappointments.",q_1578,Rarely feel depressed.,Affect,direct,bitter,MPQ:MPQ:AL;HEXACO:H:A:FO;MPQ:MPQ:AG;IPIPneo:A4:CO,q_848;q_1150;q_630,REDUNDANT / BROAD,92d029cd9289,1,,2,1,288,-0.32377464,-0.42350576,-0.21628912,-0.32521171,-0.42482298,-0.21781965,observed,
