provenance_group,model_id,entity_type,entity_name,run_id,classification,source,source_revision,bytes,tensor_shape,dtype,sample_axis,n_responses,n_retained,layer_hook,token_pooling,prompt_question_ids,polarity,filtering,existing_scores,sample_response_link,access_status,distribution_scope,notes
original-study release,Qwen/Qwen3-32B,persona,aberration,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/aberration.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656958,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,chimera,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/chimera.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656937,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,coach,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/coach.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656859,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,collaborator,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/collaborator.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656972,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,collector,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/collector.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656951,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,comedian,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/comedian.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656944,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,competitor,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/competitor.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656958,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,composer,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/composer.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656944,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,conservator,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/conservator.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656965,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,consultant,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/consultant.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656958,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,contrarian,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/contrarian.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656958,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,coordinator,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/coordinator.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656965,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,coral_reef,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/coral_reef.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656958,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,cosmopolitan,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/cosmopolitan.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656972,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,counselor,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/counselor.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656951,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,persona,criminal,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/criminal.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656944,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
